Layer1	Layer2	CKA_Value
spatio_temporal	spatio_temporal	0.9876434654530931
spatio_temporal	pool	0.036244807568556574
spatio_temporal	dropout	0.036244807568556574
spatio_temporal	batch_norm	0.9408870065560314
spatio_temporal	fc	0.01841867294341193
pool	spatio_temporal	0.035956091427964285
pool	pool	0.9951858126916807
pool	dropout	0.9951858126916807
pool	batch_norm	0.20992361720291408
pool	fc	0.5824856166591651
dropout	spatio_temporal	0.035956091427964285
dropout	pool	0.9951858126916807
dropout	dropout	0.9951858126916807
dropout	batch_norm	0.20992361720291408
dropout	fc	0.5824856166591651
batch_norm	spatio_temporal	0.9435299600906781
batch_norm	pool	0.21296153051867678
batch_norm	dropout	0.21296153051867678
batch_norm	batch_norm	0.9800428122715245
batch_norm	fc	0.11918029152914218
fc	spatio_temporal	0.018520708307363742
fc	pool	0.568133995762795
fc	dropout	0.568133995762795
fc	batch_norm	0.1152016772829047
fc	fc	0.9746855061003892
spatio_temporal	spatio_temporal	0.9856692600481886
spatio_temporal	pool	0.036189942618171836
spatio_temporal	dropout	0.036189942618171836
spatio_temporal	batch_norm	0.9333802207257528
spatio_temporal	fc	0.018312419479866233
pool	spatio_temporal	0.036096316690305545
pool	pool	0.993681376828355
pool	dropout	0.993681376828355
pool	batch_norm	0.21002068843124932
pool	fc	0.5722617449446035
dropout	spatio_temporal	0.036096316690305545
dropout	pool	0.993681376828355
dropout	dropout	0.993681376828355
dropout	batch_norm	0.21002068843124932
dropout	fc	0.5722617449446035
batch_norm	spatio_temporal	0.9468197428302014
batch_norm	pool	0.2127942916826822
batch_norm	dropout	0.2127942916826822
batch_norm	batch_norm	0.976064377283846
batch_norm	fc	0.11730119522294015
fc	spatio_temporal	0.0185009998949022
fc	pool	0.5708426077965828
fc	dropout	0.5708426077965828
fc	batch_norm	0.11578470128187025
fc	fc	0.9680918812118995
spatio_temporal	spatio_temporal	0.9850003390148441
spatio_temporal	pool	0.03554299475750792
spatio_temporal	dropout	0.03554299475750792
spatio_temporal	batch_norm	0.9394470662888458
spatio_temporal	fc	0.018319956405699972
pool	spatio_temporal	0.0353325631781381
pool	pool	0.9946912448177513
pool	dropout	0.9946912448177513
pool	batch_norm	0.21881375312978
pool	fc	0.558931629446578
dropout	spatio_temporal	0.0353325631781381
dropout	pool	0.9946912448177513
dropout	dropout	0.9946912448177513
dropout	batch_norm	0.21881375312978
dropout	fc	0.558931629446578
batch_norm	spatio_temporal	0.9445089095081572
batch_norm	pool	0.2123533093016918
batch_norm	dropout	0.2123533093016918
batch_norm	batch_norm	0.980047416295626
batch_norm	fc	0.11504291087548774
fc	spatio_temporal	0.01826962124057209
fc	pool	0.567224636982775
fc	dropout	0.567224636982775
fc	batch_norm	0.11983483672226436
fc	fc	0.9715577688642384
spatio_temporal	spatio_temporal	0.9869120049963522
spatio_temporal	pool	0.03619632796367564
spatio_temporal	dropout	0.03619632796367564
spatio_temporal	batch_norm	0.9393848682673753
spatio_temporal	fc	0.019039971076815095
pool	spatio_temporal	0.0368284146634418
pool	pool	0.9945496867083603
pool	dropout	0.9945496867083603
pool	batch_norm	0.2151315067049315
pool	fc	0.5777549371792517
dropout	spatio_temporal	0.0368284146634418
dropout	pool	0.9945496867083603
dropout	dropout	0.9945496867083603
dropout	batch_norm	0.2151315067049315
dropout	fc	0.5777549371792517
batch_norm	spatio_temporal	0.9484867682258443
batch_norm	pool	0.21311073593621105
batch_norm	dropout	0.21311073593621105
batch_norm	batch_norm	0.9805152387374919
batch_norm	fc	0.1191119128490501
fc	spatio_temporal	0.018829988156990815
fc	pool	0.5596658760835248
fc	dropout	0.5596658760835248
fc	batch_norm	0.11637148873634903
